activity_group_name	VerwerkingsMethode	amount
"O OPENBAAR BESTUUR EN DEFENSIE; VERPLICHTE SOCIALE VERZEKERINGEN "	C03 Sorteren / scheiden	156,32
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C03 Sorteren / scheiden	220,5
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C03 Sorteren / scheiden	88,06
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C03 Sorteren / scheiden	118,74
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C03 Sorteren / scheiden	134
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C03 Sorteren / scheiden	332,6
BUITEN MRA	A02 Overslag / opbulken	62,64
BUITEN MRA	A02 Overslag / opbulken	60,34
BUITEN MRA	A02 Overslag / opbulken	73,62
A LANDBOUW, BOSBOUW EN VISSERIJ	A02 Overslag / opbulken	4,48
A LANDBOUW, BOSBOUW EN VISSERIJ	A02 Overslag / opbulken	6,3
A LANDBOUW, BOSBOUW EN VISSERIJ	A02 Overslag / opbulken	9,7
A LANDBOUW, BOSBOUW EN VISSERIJ	A02 Overslag / opbulken	37,24
A LANDBOUW, BOSBOUW EN VISSERIJ	A02 Overslag / opbulken	29,76
A LANDBOUW, BOSBOUW EN VISSERIJ	A02 Overslag / opbulken	8,28
A LANDBOUW, BOSBOUW EN VISSERIJ	A02 Overslag / opbulken	2,34
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	2,16
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	4,02
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	27,1
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	2,98
J INFORMATIE EN COMMUNICATIE 	A02 Overslag / opbulken	12,3
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	11,32
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	19,07
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	41,68
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	37,36
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	10,06
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	1,76
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	4,98
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	3,94
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	2,48
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	1,74
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	0,86
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	5,34
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	19,22
R KUNST, AMUSEMENT EN RECREATIE 	A02 Overslag / opbulken	5,58
R KUNST, AMUSEMENT EN RECREATIE 	A02 Overslag / opbulken	0,2
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	1,98
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	2,98
C INDUSTRIE	A02 Overslag / opbulken	4,1
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	2,22
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	1,74
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	3,76
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	5,78
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	3,32
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	6,36
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	11,78
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	4,26
A LANDBOUW, BOSBOUW EN VISSERIJ	A02 Overslag / opbulken	3,14
P ONDERWIJS 	A02 Overslag / opbulken	3,16
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	4,36
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	48,06
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	8,64
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	1.156.413
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	1271,45
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	361,22
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	1,66
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	0,2
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	8,76
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	3,18
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	0,98
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	2,16
S OVERIGE DIENSTEN 	A02 Overslag / opbulken	6,72
S OVERIGE DIENSTEN 	A02 Overslag / opbulken	0,26
S OVERIGE DIENSTEN 	A02 Overslag / opbulken	0,74
C INDUSTRIE	A02 Overslag / opbulken	0,98
C INDUSTRIE	A02 Overslag / opbulken	7,62
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	3,24
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	4,88
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	3,18
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	5,2
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	3,3
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	5,56
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	16,36
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	0,76
BUITEN MRA	A02 Overslag / opbulken	53,76
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	3,88
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	8,84
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	8,7
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	9,34
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	16,28
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	4,56
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	8,22
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	2,02
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	14,92
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	6,02
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	4,76
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	8,8
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	1,84
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	4,08
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	5,56
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	10,86
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	4,26
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	6,14
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	1,54
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	24,96
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	16,76
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	25,56
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	26,22
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	2,12
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	4,16
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	1,34
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	2,4
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	6
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	14,94
A LANDBOUW, BOSBOUW EN VISSERIJ	A02 Overslag / opbulken	8,56
A LANDBOUW, BOSBOUW EN VISSERIJ	A02 Overslag / opbulken	1,48
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	2,9
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	3,66
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	0,52
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	4,26
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	35,34
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	10,74
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	44,88
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	44,46
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	53,08
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	2,58
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	1,76
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	1,86
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	5,08
BUITEN MRA	A02 Overslag / opbulken	10,5
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	1,96
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	2,2
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	3,22
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	5,48
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	4,16
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	54,54
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	10,8
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	8,86
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	9,88
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	1,62
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	1,66
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	3,66
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	2,3
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	1,9
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	6,14
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	33,24
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	36,35
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	108,36
Q MENSELIJKE GEZONDHEIDSZORG EN MAATSCHAPPELIJKE DIENSTVERLENING 	A02 Overslag / opbulken	3
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	47,96
BUITEN MRA	A02 Overslag / opbulken	2,66
BUITEN MRA	A02 Overslag / opbulken	1,08
BUITEN MRA	A02 Overslag / opbulken	2,4
C INDUSTRIE	A02 Overslag / opbulken	3,62
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	0,88
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	26,54
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	45,42
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	2,14
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	0,4
P ONDERWIJS 	A02 Overslag / opbulken	4
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	16,64
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	18,38
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	29,18
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	99,14
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	195,9
C INDUSTRIE	A02 Overslag / opbulken	1,56
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	57,84
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	56,9
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,12
C INDUSTRIE	A02 Overslag / opbulken	272,08
C INDUSTRIE	A02 Overslag / opbulken	255,8
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	3,54
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	3,16
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	4,22
C INDUSTRIE	A02 Overslag / opbulken	2,56
C INDUSTRIE	A02 Overslag / opbulken	0,38
A LANDBOUW, BOSBOUW EN VISSERIJ	A02 Overslag / opbulken	1,16
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	0,84
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	0,28
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,24
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	2,96
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	7,28
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	4,16
L EXPLOITATIE VAN EN HANDEL IN ONROEREND GOED 	A02 Overslag / opbulken	5,06
BUITEN MRA	A02 Overslag / opbulken	13,36
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	4,16
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	1,1
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	1,86
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	1,32
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	4,34
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	5,54
A LANDBOUW, BOSBOUW EN VISSERIJ	A02 Overslag / opbulken	1,76
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	0,68
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	0,3
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	2,34
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	0,56
F BOUWNIJVERHEID 	A02 Overslag / opbulken	3,42
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	0,1
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	0,86
A LANDBOUW, BOSBOUW EN VISSERIJ	A02 Overslag / opbulken	1,98
BUITEN MRA	A02 Overslag / opbulken	3,18
BUITEN MRA	A02 Overslag / opbulken	6,56
BUITEN MRA	A02 Overslag / opbulken	10,44
BUITEN MRA	A02 Overslag / opbulken	15,06
BUITEN MRA	A02 Overslag / opbulken	16
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	1,42
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	1,86
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	4,98
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	2,52
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	0,38
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	2,96
BUITEN MRA	A02 Overslag / opbulken	3,38
BUITEN MRA	A02 Overslag / opbulken	4,9
BUITEN MRA	A02 Overslag / opbulken	5,14
BUITEN MRA	A02 Overslag / opbulken	2,34
BUITEN MRA	A02 Overslag / opbulken	5,44
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	1,32
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	A02 Overslag / opbulken	8,98
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	8,76
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	0,4
H VERVOER EN OPSLAG 	A02 Overslag / opbulken	4,82
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	4
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	47,52
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	51,04
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	48,3
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	47,98
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	26,78
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	4,22
N ADMINISTRATIEVE EN ONDERSTEUNENDE DIENSTEN 	A02 Overslag / opbulken	2,14
BUITEN MRA	A02 Overslag / opbulken	1,16
C INDUSTRIE	A02 Overslag / opbulken	0,26
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	205,54
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	273,1
I VERSCHAFFEN VAN ACCOMMODATIE EN MAALTIJDEN 	A02 Overslag / opbulken	2,26
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	30,38
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	A02 Overslag / opbulken	825,46
F BOUWNIJVERHEID 	A02 Overslag / opbulken	20,92
F BOUWNIJVERHEID 	A02 Overslag / opbulken	334,28
F BOUWNIJVERHEID 	A02 Overslag / opbulken	143,94
F BOUWNIJVERHEID 	A02 Overslag / opbulken	34,96
F BOUWNIJVERHEID 	A02 Overslag / opbulken	274,4
BUITEN MRA	C02 Shredderen / knippen	3,94
BUITEN MRA	C02 Shredderen / knippen	1
BUITEN MRA	C02 Shredderen / knippen	1,98
R KUNST, AMUSEMENT EN RECREATIE 	C02 Shredderen / knippen	22,62
R KUNST, AMUSEMENT EN RECREATIE 	C02 Shredderen / knippen	27,76
R KUNST, AMUSEMENT EN RECREATIE 	C02 Shredderen / knippen	70,06
BUITEN MRA	C02 Shredderen / knippen	1079,58
J INFORMATIE EN COMMUNICATIE 	C02 Shredderen / knippen	3,36
BUITEN MRA	C02 Shredderen / knippen	2,38
BUITEN MRA	C02 Shredderen / knippen	129,48
F BOUWNIJVERHEID 	A02 Overslag / opbulken	7
F BOUWNIJVERHEID 	A02 Overslag / opbulken	2,28
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,66
F BOUWNIJVERHEID 	A02 Overslag / opbulken	10,54
F BOUWNIJVERHEID 	A02 Overslag / opbulken	26,34
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	0,86
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	2,06
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	1,74
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	1,32
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	C02 Shredderen / knippen	2,88
F BOUWNIJVERHEID 	C02 Shredderen / knippen	0,36
F BOUWNIJVERHEID 	C02 Shredderen / knippen	1,66
F BOUWNIJVERHEID 	C02 Shredderen / knippen	0,4
F BOUWNIJVERHEID 	C02 Shredderen / knippen	0,66
F BOUWNIJVERHEID 	C02 Shredderen / knippen	5,28
F BOUWNIJVERHEID 	C02 Shredderen / knippen	1,06
F BOUWNIJVERHEID 	C02 Shredderen / knippen	0,48
F BOUWNIJVERHEID 	C02 Shredderen / knippen	4,3
F BOUWNIJVERHEID 	C02 Shredderen / knippen	1,98
F BOUWNIJVERHEID 	C02 Shredderen / knippen	1,62
P ONDERWIJS 	A02 Overslag / opbulken	1,02
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	3,28
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	391,32
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	0,9
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	538,8
C INDUSTRIE	C02 Shredderen / knippen	68,7
C INDUSTRIE	C02 Shredderen / knippen	2,08
C INDUSTRIE	C02 Shredderen / knippen	0,86
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	31,54
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	26,2
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	84,51
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	64,8
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	5,62
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	5,48
M VRIJE BEROEPEN EN WETENSCHAPPELIJKE EN TECHNISCHE ACTIVITEITEN 	A02 Overslag / opbulken	1,18
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	0,42
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	15,26
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	0,1
F BOUWNIJVERHEID 	A02 Overslag / opbulken	0,54
K FINANCIËLE ACTIVITEITEN EN VERZEKERINGEN 	C02 Shredderen / knippen	1,2
C INDUSTRIE	C02 Shredderen / knippen	2,42
F BOUWNIJVERHEID 	A02 Overslag / opbulken	1,32
BUITEN MRA	C02 Shredderen / knippen	5,3
BUITEN MRA	C02 Shredderen / knippen	94,68
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	32,94
"G GROOT-EN DETAILHANDEL; REPARATIE VAN AUTO'S EN MOTORFIETSEN "	A02 Overslag / opbulken	78,1
BUITEN MRA	C02 Shredderen / knippen	2,3
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	1,24
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	4,98
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	3,22
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	1,18
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	387,04
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	136,57
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	935,08
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	1118,54
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	1014,08
"E DISTRIBUTIE VAN WATER; AFVAL-EN AFVALWATERBEHEER EN SANERING "	C02 Shredderen / knippen	560,54
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	13,76
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	30,56
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	22,98
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	20,22
H VERVOER EN OPSLAG 	C02 Shredderen / knippen	24,5
F BOUWNIJVERHEID 	C02 Shredderen / knippen	228,98
F BOUWNIJVERHEID 	C02 Shredderen / knippen	1417,08
F BOUWNIJVERHEID 	C02 Shredderen / knippen	593,84
